taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	IMG Product Assignment	IMG Release	IMG Submission ID	JGI Project ID / ITS PID	JGI Analysis Product Name	JGI Analysis Project Type	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	GOLD Study ID	Add Date	Assembly Method	Combined Sample	Comments	Distance Matrix Calc. Date	Funding Agency	Gene Model QC	Genome Completeness %	High Quality	Is Public	NCBI Taxon ID	NCBI Project ID	RefSeq Project ID	Release Date	Strain	Submission Type	User Access	Genome Size   * assembled	Gene Count   * assembled	
2617270920	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Halogeometricum rufum CGMCC 1.7736	DOE Joint Genome Institute (JGI)	2617270920	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogeometricum	Halogeometricum rufum	Yes	0	62937	1058174	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0070187	Genome Analysis	Gp0112545	Gs0110196	2015-06-01	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	553469	0	0	2015-06-11	CGMCC 1.7736	Primary	NA	4187125	4256	
646564501	Archaea	Finished	CSP_300154_796307	Aciduliprofundum boonei T469	DOE Joint Genome Institute (JGI)	646564501	Euryarchaeota	unclassified	unclassified	unclassified	Aciduliprofundum	Aciduliprofundum boonei	NA	IMG/W 3.2	0	400461	NA	Genome Analysis	Ga0027300	Genome Analysis	Gp0004786	Gs0011836	2010-06-24	NA	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	439481	38403	43333	2010-08-01	T469	Primary	NA	1486778	1587	
640069332	Archaea	Finished	Diverse archaeal organisms	Staphylothermus marinus F1, DSM 3639	DOE Joint Genome Institute (JGI)	640069332	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus marinus	NA	IMG/W 2.2	0	16431	NA	Genome Analysis	Ga0030449	Genome Analysis	Gp0000202	Gs0012158	2007-04-13	Phred-Phrap v. 4.24 SPS-Consed v. 20.0	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	399550	17449	58719	2007-06-01	F1, DSM 3639	Primary	NA	1570485	1659	
637000161	Archaea	Finished	Methanococcoides burtonii DSM 6242	Methanococcoides burtonii DSM 6242	DOE Joint Genome Institute (JGI)	637000161	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanococcoides burtonii	NA	IMG/W 2.0	0	16132	NA	Genome Analysis	Ga0029356	Genome Analysis	Gp0000367	Gs0017660	2006-10-02	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	259564	9634	58023	2006-12-01	DSM 6242	Primary	NA	2575032	2506	
2663762745	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Halolamina pelagica CGMCC 1.10329	DOE Joint Genome Institute (JGI)	2663762745	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halolamina	Halolamina pelagica	Yes	0	84635	1076371	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0079879	Genome Analysis	Gp0120001	Gs0110196	2016-04-20	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	699431	0	0	2016-05-02	CGMCC 1.10329	Primary	NA	3160633	3273	
646564548	Archaea	Finished	CSP_787660, Methanoarchaea	Methanocaldococcus sp. FS406-22	DOE Joint Genome Institute (JGI)	646564548	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus sp. FS406-22	NA	IMG/W 3.2	0	202782	NA	Genome Analysis	Ga0029354	Genome Analysis	Gp0001908	Gs0011859	2010-06-24	NA	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	644281	37943	42499	2010-08-01	FS406-22	Primary	NA	1773136	1893	
2579779171	Archaea	Permanent Draft	Genomic analysis of novel thermophilic aerobic CO-oxidizing bacteria derived from a unique biofilm community	Halorubrum sp. BV1	DOE Joint Genome Institute (JGI)	2579779171	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum sp. BV1	Yes	0	43943	1035453	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0007883	Genome Analysis	Gp0090721	Gs0015046	2014-06-30	vpAllpaths v. r46652	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	1498500	0	0	2014-07-09	BV1	Primary	NA	2767463	2811	
2617270928	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Halogranum amylolyticum CGMCC 1.10121	DOE Joint Genome Institute (JGI)	2617270928	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogranum	Halogranum amylolyticum	Yes	0	62990	1058199	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0070203	Genome Analysis	Gp0112546	Gs0110196	2015-06-01	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	660520	0	0	2015-06-11	CGMCC 1.10121	Primary	NA	5185690	5357	
2576861399	Archaea	Permanent Draft	Genomic basis of thermal adaption and carbon metabolism in permafrost isolates	Methanosarcina soligelidi SMA-21	DOE Joint Genome Institute (JGI)	2576861399	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina soligelidi	Yes	0	40601	1015739	Microbial Improved Draft Isolate Genome	Genome Analysis	Ga0003307	Genome Analysis	Gp0032041	Gs0015048	2014-06-20	HGAP v. 2.1.1	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	1036677	0	0	2014-07-07	SMA-21	Primary	NA	4064496	3512	
649633067	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Methanothermus fervidus V24S, DSM 2088	DOE Joint Genome Institute (JGI)	649633067	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus	Methanothermus fervidus	NA	IMG/W 3.4	0	97921	NA	Genome Analysis	Ga0029379	Genome Analysis	Gp0003646	Gs0000008	2011-03-26	NA	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	523846	33689	60167	2011-07-01	V24S, DSM 2088	Primary	NA	1243342	1352	
643692047	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus M.16.4	DOE Joint Genome Institute (JGI)	643692047	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	NA	IMG/W 2.9	0	16436	NA	Genome Analysis	Ga0030985	Genome Analysis	Gp0002336	Gs0017186	2009-06-09	LANL pipeline, ORNL pipeline, MUMmer v. 3.0, OSLay, BLAST	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	426118	18807	58841	2009-08-01	M.16.4	Primary	NA	2586647	2869	
2703719067	Archaea	Permanent Draft	Subsurface microbial communities from deep shales in Ohio and West Virginia, USA	Methanohalophilus euhalobius WG-1MB	DOE Joint Genome Institute (JGI)	2703719067	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus euhalobius	Yes	0	101036	1120092	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0139041	Genome Analysis	Gp0157083	Gs0118431	2016-11-04	spades v. 3.6.2	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	51203	0	0	2016-11-22	WG-1MB	Primary	NA	1940298	2096	
644736373	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Halorhabdus utahensis AX-2, DSM 12940	DOE Joint Genome Institute (JGI)	644736373	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus utahensis	NA	IMG/W 3.0	0	98060	NA	Genome Analysis	Ga0028990	Genome Analysis	Gp0001225	Gs0000008	2009-10-13	Newbler v. 1.1.02.15, Phrap v. 4.24 SPS	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	519442	29305	59189	2009-12-01	AX-2, DSM 12940	Primary	NA	3116795	3076	
2651870118	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Halopenitus malekzadehii IBRC-M10418	DOE Joint Genome Institute (JGI)	2651870118	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halopenitus	Halopenitus malekzadehii	Yes	0	79800	1071382	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0075267	Genome Analysis	Gp0116550	Gs0103574	2016-03-01	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	1267564	0	0	2016-03-09	IBRC-M10418	Primary	NA	3136824	3202	
640753035	Archaea	Finished	5 mesophilic methanococci Proposal # 0179-051115	Methanococcus maripaludis C7	DOE Joint Genome Institute (JGI)	640753035	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	NA	IMG/W 2.4	0	16135	NA	Genome Analysis	Ga0029360	Genome Analysis	Gp0000116	Gs0000006	2007-10-09	NA	NA	reverted back the obsolete flag - KP: 09/20/13 	2017-03-28	DOE	No	NA	Yes	Yes	426368	18819	58847	2007-12-01	C7	Primary	NA	1772694	1858	
2706794887	Archaea	Permanent Draft	Subsurface microbial communities from deep shales in Ohio and West Virginia, USA	Methanohalophilus portucalensis FDF-1	DOE Joint Genome Institute (JGI)	2706794887	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus portucalensis	Yes	0	101607	1120091	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0139040	Genome Analysis	Gp0157150	Gs0118431	2016-11-22	spades v. 3.6.2	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	523843	0	0	2016-12-05	FDF-1	Primary	NA	2088894	2186	
2501025505	Archaea	Permanent Draft	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Palaeococcus ferrophilus DMJ, DSM 13482	DOE Joint Genome Institute (JGI)	2501025505	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus	Palaeococcus ferrophilus	Yes	IMG/ER 2.7	452	97928	NA	Genome Analysis	Ga0025120	Genome Analysis	Gp0003710	Gs0000008	2009-01-18	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	588319	33583	0	2013-04-18	DSM 13482	Primary	NA	2206431	2399	
648028035	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Ignisphaera aggregans AQ1.S1, DSM 17230	DOE Joint Genome Institute (JGI)	648028035	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignisphaera	Ignisphaera aggregans	NA	IMG/W 3.3	0	98010	NA	Genome Analysis	Ga0029077	Genome Analysis	Gp0003222	Gs0000008	2010-10-29	Newbler v. 2.0.00.20 PostRelease-11/5/2008, Phrap v. 4.24 SPS, Velvet v. 1.1.04	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	583356	33361	51875	2011-01-01	AQ1.S1, DSM 17230	Primary	NA	1875953	2042	
650716053	Archaea	Finished	Genome sequencing and comparison of novel methanogens from peatlands and bioreactors	Methanobacterium paludis SWAN-1	DOE Joint Genome Institute (JGI)	650716053	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis	NA	IMG/W 3.5	0	402818	NA	Genome Analysis	Ga0029346	Genome Analysis	Gp0008774	Gs0014975	2011-08-22	NA	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	868131	53561	67359	2011-12-01	SWAN-1	Primary	NA	2546541	2500	
2693429898	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Halohasta litchfieldiae DSM 22187	DOE Joint Genome Institute (JGI)	2693429898	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halohasta	Halohasta litchfieldiae	Yes	0	94582	1108132	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0131236	Genome Analysis	Gp0148826	Gs0103574	2016-08-31	spades v. 3.6.2	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	1073996	0	0	2016-09-12	DSM 22187	Primary	NA	3284590	3489	
648028040	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Methanolacinia petrolearia DSM 11571	DOE Joint Genome Institute (JGI)	648028040	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia	Methanolacinia petrolearia	NA	IMG/W 3.3	0	202789	NA	Genome Analysis	Ga0029367	Genome Analysis	Gp0003618	Gs0000008	2010-10-29	Newbler v. 2.3 PreRelease-09/14/2009, Velvet v. 1.1.04, Phrap v. 4.24 SPS	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	679926	40773	52695	2011-01-01	DSM 11571	Primary	NA	2843290	2881	
639633053	Archaea	Finished	Pyrobaculum genomes	Pyrobaculum islandicum DSM 4184	DOE Joint Genome Institute (JGI)	639633053	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum islandicum	NA	IMG/W 2.1	0	16308	NA	Genome Analysis	Ga0030044	Genome Analysis	Gp0000241	Gs0030493	2007-01-28	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	384616	16743	58635	2007-03-01	DSM 4184	Primary	NA	1826402	2063	
2522125041	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Thermoproteales-Type-1-TT1-r04 (from OSP_8)	DOE Joint Genome Institute (JGI)	2522125041	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	unclassified	unclassified	Yes	0	12893	0	NA	Genome Analysis	Ga0012344	Genome Analysis	Gp0015996	Gs0016042	2013-02-22	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2267	0	0	2016-11-30	NA	Primary	NA	2066274	2631	
2636416047	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Natronobacterium texcoconense DSM 24767	DOE Joint Genome Institute (JGI)	2636416047	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronobacterium	Natronobacterium texcoconense	Yes	0	72906	1068539	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0074856	Genome Analysis	Gp0116638	Gs0103574	2015-10-20	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	1095778	0	0	2015-11-01	DSM 24767	Primary	NA	4009868	4152	
2517093008	Archaea	Permanent Draft	Whole genome sequencing of the primary pancreatic cancer cell line JoPaca-1 and BxPC-3	Methanocaldococcus villosus KIN24-T80	DOE Joint Genome Institute (JGI)	2517093008	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus villosus	Yes	0	10469	404092	NA	Genome Analysis	Ga0026618	Genome Analysis	Gp0015976	Gs0034711	2012-09-06	Velvet v. 1.1.05, ALLPATHS v. R39750, Phrap v. 4.24	NA	NA	2017-03-28	DOE; DSMZ	No	NA	Yes	Yes	1069083	0	0	2012-09-06	KIN24-T80	Primary	NA	1249385	1418	
2651870124	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Halovenus aranensis IBRC-M10015	DOE Joint Genome Institute (JGI)	2651870124	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovenus	Halovenus aranensis	Yes	0	79814	1084721	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0104428	Genome Analysis	Gp0127253	Gs0103574	2016-03-01	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	890420	0	0	2016-03-09	IBRC-M10015	Primary	NA	3287116	3426	
2636416021	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Natronorubrum texcoconense DSM 25211	DOE Joint Genome Institute (JGI)	2636416021	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum texcoconense	Yes	0	72862	1068485	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0074802	Genome Analysis	Gp0116639	Gs0103574	2015-10-20	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	1095776	0	0	2015-11-01	B4,CECT 8067,JCM 17497	Primary	NA	4641793	4573	
2571042922	Archaea	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Methanomicrobium mobile DSM 1539	DOE Joint Genome Institute (JGI)	2571042922	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium	Methanomicrobium mobile	Yes	0	39216	1026104	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0005617	Genome Analysis	Gp0047018	Gs0033970	2014-05-26	vpAllpaths v. r46652	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	694440	0	0	2014-06-06	DSM 1539	Primary	NA	1711791	1686	
640069316	Archaea	Finished	5 mesophilic methanococci Proposal # 0179-051115	Methanococcus maripaludis C5	DOE Joint Genome Institute (JGI)	640069316	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	NA	IMG/W 2.2	0	16752	NA	Genome Analysis	Ga0029358	Genome Analysis	Gp0000186	Gs0000006	2007-04-13	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	402880	17641	58741	2007-06-01	C5	Primary	NA	1789046	1896	
637000164	Archaea	Finished	Methanogenic Syntropic Consortium	Methanospirillum hungatei JF-1	DOE Joint Genome Institute (JGI)	637000164	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum hungatei	NA	IMG/W 2.0	0	16757	NA	Genome Analysis	Ga0029375	Genome Analysis	Gp0000382	Gs0017672	2006-10-02	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	323259	13015	58181	2006-12-01	JF-1	Primary	NA	3544738	3307	
2522572142	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Thermoplasmatales-like-NAG3-r01 (from OSP_D)	DOE Joint Genome Institute (JGI)	2522572142	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	13434	0	NA	Genome Analysis	Ga0012668	Genome Analysis	Gp0035751	Gs0016042	2013-03-08	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	28890	0	0	2016-11-30	NA	Primary	NA	260296	346	
2667527389	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Halomicrobium zhouii CGMCC 1.10457	DOE Joint Genome Institute (JGI)	2667527389	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium	Halomicrobium zhouii	Yes	0	86164	1076318	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0079826	Genome Analysis	Gp0120002	Gs0110196	2016-05-07	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	767519	0	0	2016-05-20	CGMCC 1.10457	Primary	NA	4250330	4218	
2619618990	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Halogranum rubrum CGMCC 1.7738	DOE Joint Genome Institute (JGI)	2619618990	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogranum	Halogranum rubrum	Yes	0	64180	1058175	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0070188	Genome Analysis	Gp0112548	Gs0110196	2015-06-15	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	553466	0	0	2015-06-30	CGMCC 1.7738	Primary	NA	4566676	4656	
2551306705	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Sulfolobales MK5 r01 (OSP_D)	DOE Joint Genome Institute (JGI)	2551306705	Crenarchaeota	Thermoprotei	Sulfolobales	unclassified	unclassified	unclassified	Yes	0	25827	0	NA	Genome Analysis	Ga0021373	Genome Analysis	Gp0067465	Gs0016042	2013-12-13	Newbler v. 2.5	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2281	0	0	2016-11-30	MK5 r01	Primary	NA	1723304	1944	
2582580744	Archaea	Permanent Draft	Genomic biology of novel permafrost methanogens: Methanobacterium veterum and M. arcticum	Methanobacterium veterum MK4, DSM 19849	DOE Joint Genome Institute (JGI)	2582580744	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium veterum	Yes	0	44253	1022136	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0004725	Genome Analysis	Gp0042641	Gs0015049	2014-07-26	vpAllpaths v. r46652	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	408577	0	0	2014-08-09	MK4	Primary	NA	3369555	3319	
2522572136	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Sulfolobales-str-MK5	DOE Joint Genome Institute (JGI)	2522572136	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	unclassified	Yes	0	13428	0	NA	Genome Analysis	Ga0012662	Genome Analysis	Gp0014717	Gs0016042	2013-03-08	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2284	0	0	2016-11-30	NA	Primary	NA	2012254	2298	
2513020047	Archaea	Finished	A Comparative Genomics Investigation on Hydrogen Production from Cellulosic Materials and Starch by a Hyperthermophilic Archaeon	Desulfurococcus fermentans Z-1312, DSM 16532	DOE Joint Genome Institute (JGI)	2513020047	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus fermentans	Yes	0	8185	400457	NA	Genome Analysis	Ga0025442	Genome Analysis	Gp0003959	Gs0011834	2012-05-05	Newbler v. 2.3	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	768672	49401	75119	2012-08-13	Z-1312, DSM 16532	Primary	NA	1384116	1522	
640753034	Archaea	Finished	5 mesophilic methanococci Proposal # 0179-051115	Methanococcus aeolicus Nankai-3	DOE Joint Genome Institute (JGI)	640753034	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus aeolicus	NA	IMG/W 2.4	0	16133	NA	Genome Analysis	Ga0029357	Genome Analysis	Gp0000119	Gs0000006	2007-10-09	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	419665	18641	58823	2007-12-01	Nankai-3	Primary	NA	1569500	1554	
2593339150	Archaea	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Methanobrevibacter olleyae DSM 16632	DOE Joint Genome Institute (JGI)	2593339150	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter olleyae	Yes	0	51228	1034385	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0007633	Genome Analysis	Gp0087972	Gs0033970	2014-10-15	vpAllpaths v. r46652	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	294671	0	0	2014-10-27	DSM 16632	Primary	NA	2122444	1854	
2522572147	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Thaumarchaeota-Tha-I.1e-r01 (from DS_9)	DOE Joint Genome Institute (JGI)	2522572147	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	13439	0	NA	Genome Analysis	Ga0012673	Genome Analysis	Gp0035760	Gs0016042	2013-03-08	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	651137	0	0	2016-11-30	NA	Primary	NA	1485980	1778	
646311934	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Haloterrigena turkmenica VKM B-1734, DSM 5511	DOE Joint Genome Institute (JGI)	646311934	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena turkmenica	NA	IMG/W 3.1	0	1008390	Microbial Improved Draft Isolate Genome	Genome Analysis	Ga0001340	Genome Analysis	Gp0001222	Gs0000008	2010-02-26	Newbler v. 1.1.03.24, Phrap v. 4.24 SPS	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	543526	30411	43501	2010-04-01	VKM B-1734, DSM 5511	Primary	NA	5440782	5351	
2504136002	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Archaeoglobus veneficus SNP6, DSM 11195	DOE Joint Genome Institute (JGI)	2504136002	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus veneficus	Yes	0	2225	98026	NA	Genome Analysis	Ga0024962	Genome Analysis	Gp0003485	Gs0000008	2011-01-13	NA	NA	NA	2017-03-28	DOE; DSMZ	Yes	NA	Yes	Yes	693661	51621	65269	2011-01-13	SNP6, DSM 11195	Primary	NA	1901943	2194	
644736385	Archaea	Finished	CSP_787660, Methanoarchaea	Methanocaldococcus fervens AG86	DOE Joint Genome Institute (JGI)	644736385	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus fervens	NA	IMG/W 3.0	0	202779	NA	Genome Analysis	Ga0029351	Genome Analysis	Gp0001905	Gs0011859	2009-10-13	NA	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	573064	32615	59347	2009-12-01	AG86	Primary	NA	1507251	1663	
2522125043	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Thermoproteales-Type-2-TT2-r02 (from CIS_19)	DOE Joint Genome Institute (JGI)	2522125043	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	unclassified	unclassified	Yes	0	12895	0	NA	Genome Analysis	Ga0012346	Genome Analysis	Gp0011308	Gs0016042	2013-02-22	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2267	0	0	2016-11-30	NA	Primary	NA	1767575	2316	
2510461022	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes (revised), part 2	Natronobacterium gregoryi SP2	DOE Joint Genome Institute (JGI)	2510461022	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronobacterium	Natronobacterium gregoryi	Yes	0	7009	402806	NA	Genome Analysis	Ga0025126	Genome Analysis	Gp0006794	Gs0000113	2012-02-04	Newbler v. 2.3	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	797304	60135	74439	2012-02-04	SP2	Primary	NA	3788356	3841	
2551306701	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Aigarchaeota T1 r01 (Aigarchaeota T1 r01 (Octopus-11))	DOE Joint Genome Institute (JGI)	2551306701	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	25823	0	NA	Genome Analysis	Ga0021369	Genome Analysis	Gp0064173	Gs0016042	2013-12-13	Celera	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2157	0	0	2016-11-30	T1 r01	Primary	NA	1162873	1458	
